20191030,浦东,碧云,金桥爱建园,81954元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015037/,2003年建成 ,板楼,2.45至2.55元/平米/月,上海复欣物业管理有限,上海宇宙置业有限公司,40,1220户
20191030,浦东,碧云,星云小区,66200元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012505/,1995年建成 ,板楼,0.37元/平米/月,上海隆庆物业管理有限,隆庆集团,6,108户
20191030,浦东,碧云,晓园,92766元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016334/,2006年建成 ,板楼,4.98元/平米/月,金晨,上海中通置业(集团)有限公司,14,268户
20191030,浦东,碧云,世茂湖滨花园(别墅),80464元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018328/,2003年建成 ,板楼,4.2至5.5元/平米/月,上海绿城物业管理有限,上海世茂建设有限公司,82,189户
20191030,浦东,碧云,金浦小区(金桥),50577元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002837/,1995年建成 ,板楼,0.8元/平米/月,上海中星集团申城物业有限,上海建工房产有限公司,40,570户
20191030,浦东,碧云,凤凰大厦,70666元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017257/,1998年建成 ,塔楼,2元/平米/月,上海小草物业管理有限,上海北圣投资管理有限公司,2,230户
20191030,浦东,碧云,盈标花园,83333元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012627/,1997年建成 ,板楼,1元/平米/月,上海盈标花园酒店公寓有限,上海盈标花园酒店公寓有限公司,12,48户
20191030,浦东,碧云,维诗凯亚,88244元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017119/,2004年建成 ,板楼,8.5元/平米/月,上海万科物业管理有限,上海俐马向荣碧云房地产有限公司,179,179户
20191030,浦东,碧云,碧云花园伊顿府邸,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509821540057416/,2006年建成 ,板楼,3.6元/平米/月,暂无信息,暂无信息,1,1户
20191030,浦东,碧云,白桦路260号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970721292813/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,碧云,白桦路264号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970721292815/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,碧云,碧云路186号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584454049/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,碧云,碧云路1218号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584454043/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,碧云,红枫路366号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970508169313/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,碧云,白桦路242号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970721292810/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,碧云,碧云路1222号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584454044/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,3户
20191030,浦东,碧云,黄杨路65弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001825/,2004年建成 ,塔楼,暂无信息,暂无信息,无,2,384户
20191030,浦东,碧云,云山路2035弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011063202564/,2002年建成 ,板楼,暂无信息,暂无信息,暂无信息,113,113户
20191030,浦东,碧云,新金桥大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004184/,1999年建成 ,未知,暂无信息,暂无信息,暂无信息,1,9户
20191030,浦东,碧云,黄杨路65弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001825/,2004年建成 ,塔楼,暂无信息,暂无信息,无,2,384户
20191030,浦东,碧云,银东大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016002/,1998年建成 ,塔楼,20元/平米/月,家饰佳物业管理有限,上海银东实业有限公司,1,202户
20191030,浦东,碧云,黄杨路6号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5017115729899700/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,碧云,金桥路2346弄,51167元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004419/,1993年建成 ,板楼,1元/平米/月,金浦,金浦东部房地产开发公司,4,84户
20191030,浦东,碧云,百富丽山庄,84211元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017858/,1998年建成 ,板楼,6.8元/平米/月,上海金晨物业经营管理有限,上海浦东新区江山置地有限公司_,26,26户
20191030,浦东,碧云,民航大厦,28530元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002850/,2005年建成 ,塔楼,22元/平米/月,国依诺瓦,民航集团,1,418户
20191030,浦东,碧云,银泰花园(别墅),87509元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016187/,2000年建成 ,板楼,1.5元/平米/月,上海银帆物业管理有限,上海银泰置业股份有限公司,90,90户
20191030,浦东,碧云,品赏碧云,89950元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012712/,2006年建成 ,板楼,1.85元/平米/月,上海芸绮物业管理有限,上海金洋置业有限公司,13,248户
