20191030,金山,朱泾,华光紫荆苑,23765元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004176/,2004年建成 ,板楼,0.8元/平米/月,上海华榭物业管理有限,上海华邸房地产发展有限公司,82,1035户
20191030,金山,朱泾,金龙新街896号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044808/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金龙新街353号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044791/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,文商路32号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970614862399/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金龙新街460号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044801/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,临仓街330号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363955939/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,56户
20191030,金山,朱泾,健康路299号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389371080612/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,亭枫公路2859弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506369663/,1970年建成 ,未知,暂无信息,暂无信息,暂无信息,1,9户
20191030,金山,朱泾,临源街432号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506370077/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,10户
20191030,金山,朱泾,临仓街328号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506370447/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,49户
20191030,金山,朱泾,金龙新街941弄142号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5015237534724479/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金龙新街941弄141号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5015229854452412/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,万安街988号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389495337953/,1998年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,15户
20191030,金山,朱泾,临仓街210号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389558274246/,1993年建成 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,金山,朱泾,卫生公寓,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014008/,1982年建成 ,板楼,暂无信息,暂无信息,暂无信息,2,21户
20191030,金山,朱泾,金龙新街348弄12号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021509637536/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,22户
20191030,金山,朱泾,亭枫公路2859弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506369663/,1970年建成 ,未知,暂无信息,暂无信息,暂无信息,1,9户
20191030,金山,朱泾,临源街432号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506370077/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,10户
20191030,金山,朱泾,临仓街328号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506370447/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,49户
20191030,金山,朱泾,金张公路135号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501104059/,2001年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,12户
20191030,金山,朱泾,康健路32弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506370111/,1988年建成 ,未知,暂无信息,暂无信息,暂无信息,1,8户
20191030,金山,朱泾,临仓街480弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389543047290/,2004年建成 ,板楼,暂无信息,暂无信息,暂无信息,3,24户
20191030,金山,朱泾,西林街186号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970508170174/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,新中路719号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970630066509/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金龙新街739弄39号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021884042990/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,万安街994号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389506369829/,1990年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,10户
20191030,金山,朱泾,万安街289号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389371080679/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,11户
20191030,金山,朱泾,西林街44号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389543047362/,1996年建成 ,未知,暂无信息,暂无信息,暂无信息,1,5户
20191030,金山,朱泾,临仓街330号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363955939/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,56户
20191030,金山,朱泾,沈浦泾路442号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766906239/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金龙新街588号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044807/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,西林街142号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363956006/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,10户
20191030,金山,朱泾,新中路750号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102205948/,2003年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,23户
20191030,金山,朱泾,公园路285号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691145862/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,4户
20191030,金山,朱泾,金龙新街436弄6号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024674437828/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,东林豪庭,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011063725795/,2016年建成 ,板楼,1.8元/平米/月,亭林大慈,上海万威置业有限公司,23,482户
20191030,金山,朱泾,金龙新街941弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102205843/,2005年建成 ,板楼,暂无信息,暂无信息,暂无信息,3,3户
20191030,金山,朱泾,锦汇华庭,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103156/,暂无信息 ,板楼,暂无信息,暂无信息,上海建苑房地产开发有限公司,15,324户
20191030,金山,朱泾,塘园路468弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363955949/,2015年建成 ,板楼,暂无信息,暂无信息,暂无信息,11,238户
20191030,金山,朱泾,浦银三村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019804/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,26,251户
20191030,金山,朱泾,北圩新村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000806/,1989年建成 ,板楼,暂无信息,暂无信息,暂无信息,189,4444户
20191030,金山,朱泾,金龙新街338号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044787/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,新汇街179弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103112/,1998年建成 ,板楼,暂无信息,暂无信息,暂无信息,4,36户
20191030,金山,朱泾,红旗新村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000169/,1975年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,23,333户
20191030,金山,朱泾,万安街433弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019416/,1983年建成 ,板楼,暂无信息,暂无信息,暂无信息,18,135户
20191030,金山,朱泾,幸福新村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013329/,1976年建成 ,板楼,暂无信息,暂无信息,暂无信息,17,253户
20191030,金山,朱泾,塘园路468弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363955949/,2015年建成 ,板楼,暂无信息,暂无信息,暂无信息,11,238户
20191030,金山,朱泾,浦银三村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019804/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,26,251户
20191030,金山,朱泾,尚成府邸,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003866/,2008年建成 ,板楼,暂无信息,上海深和平物业管理有限,上海尚筑置业发展有限公司,72,866户
20191030,金山,朱泾,新城明珠园,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102205842/,2016年建成 ,板楼,1.35元/平米/月,上海大慈物业管理有限,上海威雄置业有限公司,14,256户
20191030,金山,朱泾,榆松苑,25251元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019762/,2005年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,12,132户
20191030,金山,朱泾,东林豪庭,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011063725795/,2016年建成 ,板楼,1.8元/平米/月,亭林大慈,上海万威置业有限公司,23,482户
20191030,金山,朱泾,罗星南路226号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020028150967990/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,罗星南路220号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020028152013793/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,罗星南路225号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020026091845479/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,3户
20191030,金山,朱泾,万安街309号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103220/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,11户
20191030,金山,朱泾,金龙新街941弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102205843/,2005年建成 ,板楼,暂无信息,暂无信息,暂无信息,3,3户
20191030,金山,朱泾,锦汇华庭,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103156/,暂无信息 ,板楼,暂无信息,暂无信息,上海建苑房地产开发有限公司,15,324户
20191030,金山,朱泾,金龙新街436弄6号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024674437828/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,公园路285号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691145862/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,4户
20191030,金山,朱泾,万安街425号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389495337696/,1984年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,24户
20191030,金山,朱泾,天乐苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000335/,2004年建成 ,板楼,暂无信息,暂无信息,暂无信息,38,318户
20191030,金山,朱泾,公园路2号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691145864/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,始尚佳苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509821540058028/,2012年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,12,142户
20191030,金山,朱泾,临仓街428号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389495337398/,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,12户
20191030,金山,朱泾,金上海生活广场,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014829/,1996年建成 ,板楼,3.8元/平米/月,暂无信息,上海市博辉房地产开发有限公司,4,23户
20191030,金山,朱泾,贸易南路240弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018666/,2006年建成 ,板楼,暂无信息,暂无信息,暂无信息,19,346户
20191030,金山,朱泾,金龙新街739弄39.56号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021881939166/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金旭新苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003892/,2004年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,12,132户
20191030,金山,朱泾,临仓街326号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389543047300/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,56户
20191030,金山,朱泾,金龙新街739弄39.56号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021881939166/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,金龙新街338号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044787/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,金山,朱泾,珠溪苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002750/,1994年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,18,181户
20191030,金山,朱泾,秀洲阁,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019401/,2005年建成 ,板楼,暂无信息,暂无信息,暂无信息,10,88户
20191030,金山,朱泾,健康路232号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103783/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,12户
20191030,金山,朱泾,豫园雅郡,23468元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206579/,1996年建成 ,未知,暂无信息,暂无信息,暂无信息,10,21户
20191030,金山,朱泾,金龙新村,20934元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000939/,1995年建成 ,板楼,1.5元/平米/月,暂无信息,暂无信息,34,260户
20191030,金山,朱泾,鸿越华庭,23688元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003772/,2002年建成 ,板楼,暂无信息,上海云居物业管理有限,暂无信息,36,476户
20191030,金山,朱泾,凤翔新村,23460元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000776/,1993年建成 ,板楼,暂无信息,暂无信息,暂无信息,59,4909户
20191030,金山,朱泾,健康路31弄,18797元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206613/,2007年建成 ,板楼,暂无信息,暂无信息,暂无信息,5,74户
20191030,金山,朱泾,健康路214号,14912元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389495337367/,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,12户
20191030,金山,朱泾,朋鑫苑,22172元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019635/,2003年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,28,270户
20191030,金山,朱泾,万安新村,17821元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000197/,1980年建成 ,板楼,0.95元/平米/月,暂无信息,暂无信息,20,516户
20191030,金山,朱泾,上海新天鸿名人高尔夫别墅,21889元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009859/,2008年建成 ,板楼,3.93元/平米/月,暂无信息,暂无信息,119,119户
20191030,金山,朱泾,金昌苑,21441元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018828/,2001年建成 ,板楼,1元/平米/月,暂无信息,暂无信息,44,381户
20191030,金山,朱泾,汤泉美地城,18760元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000336/,2014年建成 ,板楼,2.6至3元/平米/月,杨埔中原物业管理,上海尚合物业发展有限公司,404,1580户
20191030,金山,朱泾,金昌苑(四期),29200元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206021/,2013年建成 ,板楼,1元/平米/月,暂无信息,暂无信息,17,188户
20191030,金山,朱泾,万安街385号,24923元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5014280100163826/,1996年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,10户
20191030,金山,朱泾,新洲小区,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004199/,2005年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,24,264户
20191030,金山,朱泾,秀州新村,19210元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000645/,1990年建成 ,板楼,暂无信息,暂无信息,暂无信息,149,1529户
20191030,金山,朱泾,秀州苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001086/,2004年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,28,252户
20191030,金山,朱泾,紫金名苑,28302元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003867/,2006年建成 ,板楼,0.9元/平米/月,深和平物业有限,上海远策置业发展有限公司,170,474户
20191030,金山,朱泾,钟楼新村,18273元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000802/,1994年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,136,1513户
20191030,金山,朱泾,金榜逸家,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000338/,2011年建成 ,板楼,1.25元/平米/月,上海乐居物业有限,上海金珠房地产开发有限公司 ,29,416户
20191030,金山,朱泾,宝华铂翠豪庭,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001506/,2012年建成 ,板楼,1.98元/平米/月,暂无信息,暂无信息,31,237户
20191030,金山,朱泾,凤翔东村,21574元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004676/,2001年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,42,492户
20191030,金山,朱泾,东方郁金香庭,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363956064/,2015年建成 ,板楼,暂无信息,暂无信息,暂无信息,32,735户
20191030,金山,朱泾,华光百合苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001117/,2008年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,39,788户
20191030,金山,朱泾,弘泽阳光苑,22427元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001102/,2005年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,44,660户
20191030,金山,朱泾,金玉良苑,21932元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001387/,2004年建成 ,板楼,0.55元/平米/月,暂无信息,暂无信息,88,992户
20191030,金山,朱泾,华光百合苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001117/,2008年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,39,788户
20191030,金山,朱泾,红菱苑,24623元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003865/,2006年建成 ,板楼,1.35元/平米/月,上海大慈物业管理有限,上海康发房产经营有限公司,31,712户
20191030,金山,朱泾,汇佳新苑,25170元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004855/,2004年建成 ,板楼,0.8元/平米/月,上海兴虹物业管理有限,上海建佳房地产开发有限公司,70,1144户
20191030,金山,朱泾,明珠新苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000032/,2008年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,84,1152户
20191030,金山,朱泾,南圩新村,24168元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001123/,1987年建成 ,塔楼/板楼,暂无信息,暂无信息,暂无信息,163,2607户
20191030,金山,朱泾,罗星新村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000490/,1978年建成 ,板楼,0.8元/平米/月,金山,上海金山房产经营有限公司,75,1205户
20191030,金山,朱泾,临源二村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000030/,1985年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,48,834户
20191030,金山,朱泾,临源三村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002293/,1983年建成 ,板楼,0.6元/平米/月,暂无信息,暂无信息,14,289户
20191030,金山,朱泾,万祥金邸,24751元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002267/,2014年建成 ,板楼,暂无信息,无,上海农工商房地产(集团)有限公司,62,1002户
20191030,金山,朱泾,万安世家华园,26585元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102205985/,2012年建成 ,板楼,1.5元/平米/月,深圳和平物业管理有限,上海朋鑫房地产有限公司,82,411户
20191030,金山,朱泾,金榜逸家,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000338/,2011年建成 ,板楼,1.25元/平米/月,上海乐居物业有限,上海金珠房地产开发有限公司 ,29,416户
20191030,金山,朱泾,浦银一村,15156元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018860/,1997年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,6,72户
20191030,金山,朱泾,东林公寓,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019207/,2003年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,6,110户
20191030,金山,朱泾,金来苑,21074元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003715/,2005年建成 ,板楼,暂无信息,自主,暂无信息,92,1184户
20191030,金山,朱泾,园与墅,17001元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019387/,2009年建成 ,板楼,2元/平米/月,上海方圆物业管理有限,上海金山镜苑房地产经营有限公司,124,604户
20191030,金山,朱泾,临源一村,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000968/,1984年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,137,1889户
20191030,金山,朱泾,金山名都,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000135/,2014年建成 ,板楼,1.74元/平米/月,金山名都物业管理,上海金山土地开发服务公司,77,404户
20191030,金山,朱泾,临源街420号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509977363956116/,1994年建成 ,板楼,暂无信息,无,暂无信息,1,8户
